247947270200500,rbx,63,0
247947270200500,rbx,0,0
247947270200500,rbx,62,0
247947270200500,rbx,1,0
247947270200500,rbx,61,0
247947270200500,rbx,2,0
247947270200500,rbx,60,0
247947270200500,rbx,3,0
247947270345500,rbx,63,0
247947270345500,rbx,0,0
247947270345500,rbx,62,0
247947270345500,rbx,1,0
247947270345500,rbx,61,0
247947270345500,rbx,2,0
247947270345500,rbx,60,0
247947270345500,rbx,3,0
247947270490500,rbx,63,0
247947270490500,rbx,0,0
247947270490500,rbx,62,0
247947270490500,rbx,1,0
247947270490500,rbx,61,0
247947270490500,rbx,2,0
247947270490500,rbx,60,0
247947270490500,rbx,3,0
247947270635500,rbx,63,0
247947270635500,rbx,0,0
247947270635500,rbx,62,0
247947270635500,rbx,1,0
247947270635500,rbx,61,0
247947270635500,rbx,2,0
247947270635500,rbx,60,0
247947270635500,rbx,3,0
247947270780500,rbx,63,0
247947270780500,rbx,0,0
247947270780500,rbx,62,0
247947270780500,rbx,1,0
247947270780500,rbx,61,0
247947270780500,rbx,2,0
247947270780500,rbx,60,0
247947270780500,rbx,3,0
247947270925500,rbx,63,0
247947270925500,rbx,0,0
247947270925500,rbx,62,0
247947270925500,rbx,1,0
247947270925500,rbx,61,0
247947270925500,rbx,2,0
247947270925500,rbx,60,0
247947270925500,rbx,3,0
247947271070500,rbx,63,0
247947271070500,rbx,0,0
247947271070500,rbx,62,0
247947271070500,rbx,1,0
247947271070500,rbx,61,0
247947271070500,rbx,2,0
247947271070500,rbx,60,0
247947271070500,rbx,3,0
247947271215500,rbx,63,0
247947271215500,rbx,0,0
247947271215500,rbx,62,0
247947271215500,rbx,1,0
247947271215500,rbx,61,0
247947271215500,rbx,2,0
247947271215500,rbx,60,0
247947271215500,rbx,3,0
247947271360500,rbx,63,0
247947271360500,rbx,0,0
247947271360500,rbx,62,0
247947271360500,rbx,1,0
247947271360500,rbx,61,0
247947271360500,rbx,2,0
247947271360500,rbx,60,0
247947271360500,rbx,3,0
247947271505500,rbx,63,0
247947271505500,rbx,0,0
247947271505500,rbx,62,0
247947271505500,rbx,1,0
247947271505500,rbx,61,0
247947271505500,rbx,2,0
247947271505500,rbx,60,0
247947271505500,rbx,3,0
247947271650500,rbx,63,0
247947271650500,rbx,0,0
247947271650500,rbx,62,0
247947271650500,rbx,1,0
247947271650500,rbx,61,0
247947271650500,rbx,2,0
247947271650500,rbx,60,0
247947271650500,rbx,3,0
247947271795500,rbx,63,0
247947271795500,rbx,0,0
247947271795500,rbx,62,0
247947271795500,rbx,1,0
247947271795500,rbx,61,0
247947271795500,rbx,2,0
247947271795500,rbx,60,0
247947271795500,rbx,3,0
247947271940500,rbx,63,0
247947271940500,rbx,0,0
247947271940500,rbx,62,0
247947271940500,rbx,1,0
247947271940500,rbx,61,0
247947271940500,rbx,2,0
247947271940500,rbx,60,0
247947271940500,rbx,3,0
247947272085500,rbx,63,0
247947272085500,rbx,0,0
247947272085500,rbx,62,0
247947272085500,rbx,1,0
247947272085500,rbx,61,0
247947272085500,rbx,2,0
247947272085500,rbx,60,0
247947272085500,rbx,3,0
247947272230500,rbx,63,0
247947272230500,rbx,0,0
247947272230500,rbx,62,0
247947272230500,rbx,1,0
247947272230500,rbx,61,0
247947272230500,rbx,2,0
247947272230500,rbx,60,0
247947272230500,rbx,3,0
247947272375500,rbx,63,0
247947272375500,rbx,0,0
247947272375500,rbx,62,0
247947272375500,rbx,1,0
247947272375500,rbx,61,0
247947272375500,rbx,2,0
247947272375500,rbx,60,0
247947272375500,rbx,3,0
247947272534000,rbx,63,0
247947272534000,rbx,0,0
247947272534000,rbx,62,0
247947272534000,rbx,1,0
247947272534000,rbx,61,0
247947272534000,rbx,2,0
247947272534000,rbx,60,0
247947272534000,rbx,3,0
247947272679000,rbx,63,0
247947272679000,rbx,0,0
247947272679000,rbx,62,0
247947272679000,rbx,1,0
247947272679000,rbx,61,0
247947272679000,rbx,2,0
